Time,Signal
0,0
333,0
666,0
999,0
1332,0
1665,0
1998,0
2331,0
2664,0
2997,0
3330,0
3663,0
3996,0
4329,0
4662,0
4995,950
5328,950
5661,950
5994,950
6327,950
6660,950
6993,950
7326,950
7659,950
7992,950
8325,960
8658,960
8991,960
9324,950
9657,950
9990,950
10323,950
10656,950
10989,950
11322,950
11655,950
11988,950
12321,950
12654,950
12987,960
13320,960
13653,960
13986,950
14319,950
14652,950
14985,950
15318,950
15651,950
15984,950
16317,950
16650,950
16983,960
17316,960
17649,960
17982,950
18315,950
18648,960
18981,960
19314,960
19647,950
19980,950
20313,950
20646,960
20979,960
21312,960
21645,960
21978,960
22311,960
22644,930
22977,930
23310,930
23643,930
23976,930
24309,930
24642,930
24975,930
25308,930
25641,930
25974,930
26307,930
26640,930
26973,970
27306,970
27639,970
27972,960
28305,960
28638,960
28971,930
29304,930
29637,930
29970,940
30303,940
30636,940
30969,940
31302,940
31635,940
31968,960
32301,960
32634,920
32967,920
33300,920
33633,930
33966,930
34299,930
34632,940
34965,940
35298,940
35631,940
35964,940
36297,940
36630,940
36963,940
37296,940
37629,940
37962,940
38295,940
38628,940
38961,940
39294,940
39627,940
39960,940
40293,940
40626,940
40959,940
41292,940
41625,940
41958,940
42291,940
42624,940
42957,940
43290,940
43623,940
43956,940
44289,940
44622,940
44955,940
45288,940
45621,940
45954,940
46287,940
46620,940
46953,940
47286,940
47619,940
47952,940
48285,950
48618,950
48951,950
49284,950
49617,950
49950,940
50283,940
50616,940
50949,950
51282,950
51615,950
51948,950
52281,950
52614,950
52947,940
53280,940
53613,940
53946,950
54279,950
54612,950
54945,950
55278,950
55611,950
55944,950
56277,950
56610,950
56943,960
57276,960
57609,960
57942,960
58275,960
58608,950
58941,950
59274,950
59607,950
59940,950
60273,950
60606,950
60939,950
61272,950
61605,950
61938,950
62271,950
62604,960
62937,960
63270,960
63603,970
63936,970
64269,970
64602,960
64935,960
65268,970
65601,970
65934,970
66267,970
66600,970
66933,970
67266,970
67599,970
67932,970
68265,970
68598,970
68931,970
69264,960
69597,960
69930,960
70263,960
70596,960
70929,960
71262,960
71595,960
71928,960
72261,960
72594,960
72927,960
73260,960
73593,960
73926,960
74259,960
74592,960
74925,960
75258,960
75591,960
75924,960
76257,960
76590,960
76923,960
77256,960
77589,960
77922,950
78255,950
78588,950
78921,950
79254,950
79587,950
79920,960
80253,960
80586,960
80919,960
81252,960
81585,950
81918,950
82251,950
82584,950
82917,950
83250,950
83583,960
83916,960
84249,960
84582,950
84915,950
85248,960
85581,960
85914,960
86247,960
86580,960
86913,960
87246,950
87579,950
87912,950
88245,950
88578,950
88911,950
89244,950
89577,950
89910,950
90243,950
90576,950
90909,950
91242,950
91575,950
91908,950
92241,950
92574,950
92907,950
93240,950
93573,950
93906,950
94239,950
94572,950
94905,950
95238,950
95571,940
95904,940
96237,940
96570,940
96903,940
97236,940
97569,940
97902,940
98235,950
98568,950
98901,950
99234,940
99567,940
99900,940
100233,950
100566,950
100899,950
101232,950
101565,950
101898,940
102231,940
102564,940
102897,940
103230,940
103563,940
103896,950
104229,950
104562,950
104895,950
105228,950
105561,950
105894,950
106227,950
106560,940
106893,940
107226,940
107559,950
107892,950
108225,840
108558,960
108891,960
109224,960
109557,930
109890,930
110223,950
110556,950
110889,950
111222,950
111555,950
111888,950
112221,950
112554,950
112887,950
113220,950
113553,950
113886,950
114219,950
114552,950
114885,940
115218,940
115551,940
115884,940
116217,940
116550,940
116883,940
117216,940
117549,940
117882,940
118215,940
118548,940
118881,940
119214,940
119547,940
119880,940
120213,940
120546,950
120879,950
121212,950
121545,940
121878,940
122211,940
122544,940
122877,940
123210,950
123543,950
123876,950
124209,940
124542,940
124875,940
125208,940
125541,940
125874,940
126207,940
126540,940
126873,940
127206,940
127539,940
127872,940
128205,940
128538,940
128871,940
129204,940
129537,940
129870,940
130203,940
130536,940
130869,940
131202,940
131535,940
131868,940
132201,940
132534,940
132867,950
133200,950
133533,950
133866,940
134199,940
134532,940
134865,950
135198,950
135531,950
135864,950
136197,950
136530,940
136863,940
137196,940
137529,940
137862,940
138195,940
138528,950
138861,950
139194,950
139527,950
139860,950
140193,950
140526,950
140859,950
141192,950
141525,950
141858,950
142191,940
142524,940
142857,940
143190,950
143523,950
143856,950
144189,940
144522,940
144855,940
145188,940
145521,940
145854,940
146187,940
146520,940
146853,940
147186,940
